Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Price_SGD
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,4096,False,1.44,13.3,2296.24
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,256,False,2.51,18.4,2159.89
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,16,SSD,4096,False,3.05,18.4,1988.51
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,256,True,3.32,18.4,2800.88
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,256,False,1.04,14.0,1519.85
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,16,SSD,256,False,1.63,16.0,1286.54
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,SSD,2048,True,1.25,13.3,2193.69
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,512,True,1.05,13.3,2703.11
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,256,True,2.52,17.3,2415.5
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,2048,False,1.43,14.0,1747.2
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,512,False,3.05,18.4,2474.86
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,16,SSD,4096,True,2.24,15.6,3162.17
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,SSD,512,True,1.05,13.3,2852.97
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,4096,False,2.66,17.3,1936.54
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,1024,True,1.99,15.6,3001.88
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,256,True,1.24,13.3,3353.96
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,1024,True,1.8,15.6,2368.55
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,4096,False,2.62,17.3,3080.41
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,1024,False,3.08,18.4,2723.56
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,256,True,2.58,18.4,1413.44
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,32,SSD,1024,True,1.17,14.0,1713.37
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,1024,False,1.77,16.0,3059.12
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,256,True,1.0,14.0,3365.15
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,1024,False,1.82,16.0,2685.49
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,True,2.96,17.3,3163.27
Asus,TUF Gaming F15,Intel i5-14500H,Intel Iris Xe,32,SSD,4096,True,3.23,17.3,2038.3
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,512,True,2.22,15.6,1640.39
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,2048,False,1.9,16.0,1862.16
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,256,True,3.18,17.3,1781.84
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,2048,False,3.05,17.3,3095.31
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,False,2.78,17.3,2783.69
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,256,True,2.4,15.6,1870.06
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,False,2.03,16.0,2675.08
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,2048,True,2.8,17.3,3507.86
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,512,False,3.24,17.3,1575.62
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,256,False,3.17,18.4,3221.02
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,256,False,2.86,17.3,2497.83
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,4096,False,2.62,17.3,3868.07
Asus,ZenBook 14,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,SSD,512,True,1.18,13.3,1886.53
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,1024,False,1.02,13.3,2987.04
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,4096,False,1.17,14.0,3432.63
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,4096,True,1.18,13.3,3966.48
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,1024,False,1.37,14.0,1621.91
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,2048,True,1.09,13.3,2924.21
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,256,True,1.67,15.6,2031.04
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,4096,True,2.23,15.6,3647.25
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,256,False,3.12,18.4,1763.76
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,4096,True,2.11,16.0,1975.8
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,256,True,1.51,16.0,2777.74
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,512,True,1.62,15.6,1915.47
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,True,1.24,13.3,2215.86
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,256,False,2.06,15.6,2060.16
Asus,ZenBook 14,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,1024,True,2.62,18.4,3218.65
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,2048,False,1.86,15.6,3570.82
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,256,True,3.42,18.4,1851.15
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,256,True,2.85,17.3,2554.04
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,64,SSD,256,True,1.42,14.0,1715.55
Asus,ExpertBook B9,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,4096,False,1.92,16.0,3727.07
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,8,SSD,256,False,1.35,13.3,2337.33
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,4096,False,3.04,17.3,3044.85
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,False,3.19,18.4,1466.69
Asus,VivoBook S15,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,512,True,1.0,13.3,2883.47
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,512,False,2.2,15.6,2503.05
Asus,ZenBook 14,Intel Core Ultra 9 15700H,Intel Arc A750M,128,SSD,2048,False,2.68,17.3,3233.93
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,256,False,1.02,14.0,2905.46
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,1024,True,1.68,15.6,2380.97
Asus,VivoBook S15,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,1024,False,1.81,15.6,2437.37
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,256,False,3.37,17.3,1400.97
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,4096,False,2.78,18.4,2814.49
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,4096,False,1.16,13.3,2257.72
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,1024,False,3.14,17.3,1380.63
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,512,False,2.68,18.4,1766.13
Asus,ZenBook 14,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,512,False,3.18,17.3,2722.83
Asus,ZenBook 14,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,512,True,2.58,17.3,1750.45
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,2048,True,1.49,13.3,2037.42
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,1024,True,3.18,17.3,1991.57
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,32,SSD,512,False,2.99,18.4,1602.33
Asus,ZenBook 14,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,1024,True,2.33,15.6,3354.9
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,8,SSD,256,True,1.05,14.0,1437.76
Asus,VivoBook S15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,4096,True,2.95,17.3,3760.71
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,256,True,2.2,16.0,2368.58
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,1024,False,1.88,16.0,2099.92
Asus,ZenBook 14,Intel i5-14600H,NVIDIA RTX 3050,64,SSD,256,False,1.9,16.0,1678.15
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,1024,True,2.51,18.4,2011.98
Asus,ExpertBook B9,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,1024,True,1.83,16.0,1755.1
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,2048,True,1.12,14.0,2273.08
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,SSD,512,True,1.03,14.0,2106.17
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,64,SSD,4096,True,1.28,14.0,2288.24
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 3050,16,SSD,512,False,1.35,14.0,1528.52
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,1024,True,1.23,14.0,3493.23
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,256,True,2.24,16.0,2630.83
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,1024,True,1.29,13.3,1757.84
Asus,ExpertBook B9,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,4096,False,2.59,17.3,2551.94
Asus,ROG Zephyrus G15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,1024,True,1.37,14.0,2853.13
Asus,ZenBook 14,Intel i7-14800H,NVIDIA RTX 4060,32,SSD,512,True,3.46,17.3,2080.6
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,2048,False,3.0,17.3,2856.29
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,2048,False,1.14,14.0,3223.17
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,512,False,2.31,16.0,2292.75
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,2048,True,1.1,14.0,4085.66
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,512,False,2.02,15.6,2565.08
Asus,TUF Gaming F15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,2048,True,1.19,14.0,3571.34
Asus,ExpertBook B9,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,1024,False,2.27,15.6,2849.05
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,SSD,4096,False,1.57,15.6,1868.55
Asus,ROG Zephyrus G15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,256,False,1.63,15.6,1419.23
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,4096,False,1.28,14.0,2320.85
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,512,False,2.44,16.0,1754.05
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,512,True,2.39,16.0,2861.9
Asus,ExpertBook B9,Intel i5-14500H,Intel Iris Xe,16,SSD,256,True,1.45,14.0,1441.99
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,SSD,256,True,2.88,17.3,1529.34
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,256,False,2.03,16.0,1737.09
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,4096,True,2.65,18.4,2497.14
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,512,False,2.75,18.4,3345.46
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,1024,True,1.36,14.0,2845.74
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,False,1.79,15.6,2003.37
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,512,False,3.48,18.4,1563.6
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,1024,False,2.99,17.3,2553.34
Asus,ROG Zephyrus G15,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,1024,False,2.63,18.4,1815.19
Asus,ZenBook 14,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,1024,False,1.17,13.3,1662.62
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,4096,False,1.45,13.3,2808.96
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,4096,True,1.78,15.6,3997.87
Asus,ZenBook 14,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,1024,True,2.89,18.4,2350.69
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,4096,False,2.63,18.4,2748.66
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,4096,True,1.61,15.6,2779.03
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,2048,False,1.4,13.3,1914.62
Asus,ROG Zephyrus G15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,4096,False,1.41,13.3,3148.77
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,512,True,1.96,16.0,2878.43
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,4096,True,3.34,18.4,2515.84
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,SSD,1024,True,1.47,13.3,2079.88
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,False,2.46,16.0,2983.77
Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,8,SSD,1024,True,2.03,16.0,1718.73
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,16,SSD,1024,False,2.89,17.3,1761.54
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,4096,True,1.43,14.0,4104.88
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,32,SSD,4096,False,1.23,14.0,3267.73
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,512,True,2.91,18.4,2879.44
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,256,True,1.34,14.0,3021.4
Dell,XPS 13,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,256,False,2.46,16.0,3063.45
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,SSD,256,False,1.21,13.3,1744.1
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,1024,False,2.39,15.6,2543.36
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,64,SSD,1024,False,2.79,17.3,1875.89
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,512,True,2.14,15.6,3404.28
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,SSD,4096,True,2.46,16.0,3155.06
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,4096,True,1.23,13.3,3779.58
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,2048,True,3.0,18.4,2750.49
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,2048,True,3.4,18.4,2762.81
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,1024,True,3.06,17.3,3498.89
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,4096,False,1.73,16.0,3615.28
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,256,True,3.45,17.3,3001.19
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,2048,True,1.47,14.0,3202.37
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,True,1.03,14.0,2610.92
Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,1024,False,1.49,14.0,2951.99
Dell,XPS 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,4096,True,1.09,14.0,4281.26
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,True,1.59,16.0,3409.62
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,1024,True,2.07,16.0,2240.77
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,False,2.9,18.4,2303.02
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,1024,True,2.68,18.4,2631.5
Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,256,True,3.32,17.3,2112.92
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,512,True,1.11,14.0,2239.07
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,512,False,2.81,17.3,2779.38
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,True,3.09,17.3,3506.93
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,512,True,2.77,18.4,3566.33
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,1024,False,2.0,16.0,2635.05
Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,4096,True,1.37,14.0,2811.21
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,2048,True,2.49,16.0,3927.99
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,256,True,3.26,17.3,1566.85
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,True,1.91,16.0,1612.34
Dell,XPS 13,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,4096,True,3.07,17.3,3385.64
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,512,False,1.05,14.0,2214.46
Dell,Alienware M15,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,4096,False,1.33,14.0,3150.22
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,512,True,1.45,13.3,1825.9
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,256,True,1.2,14.0,4104.19
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,2048,True,1.3,13.3,2599.89
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,256,True,2.84,18.4,1900.3
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,1024,True,2.05,15.6,2811.05
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,4096,True,1.4,14.0,3749.85
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,1024,True,1.34,13.3,3974.98
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,256,False,1.08,13.3,1701.6
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,512,False,1.31,13.3,2302.51
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,True,2.16,16.0,2388.3
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,False,1.01,14.0,3513.34
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,1024,False,1.35,13.3,1723.84
Dell,Inspiron 15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,256,True,1.18,13.3,2767.16
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,4096,False,1.17,13.3,4623.96
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,True,1.33,14.0,2448.06
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,SSD,4096,True,1.31,13.3,2920.21
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,256,False,3.49,17.3,3178.58
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,4096,False,3.32,18.4,2551.84
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,SSD,512,False,2.75,17.3,3176.4
Dell,Latitude 7420,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,512,True,1.03,13.3,1960.37
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,32,SSD,2048,False,1.95,16.0,2023.56
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,256,False,1.45,13.3,3402.44
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,2048,False,2.37,16.0,3201.72
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,2048,True,1.28,13.3,2228.37
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,4096,False,1.2,14.0,4206.51
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,2048,False,3.29,17.3,3532.22
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,1024,False,1.39,13.3,3143.44
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,1024,False,2.56,17.3,2602.74
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,512,False,2.66,18.4,1450.29
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,2048,False,1.01,14.0,2381.47
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,4096,True,1.49,14.0,3828.09
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,1024,True,1.48,13.3,2961.21
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,2048,True,2.21,15.6,4090.08
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,False,1.06,13.3,1486.5
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,256,False,2.91,17.3,3678.36
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,256,True,1.17,14.0,3576.81
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,512,False,1.07,13.3,2767.0
Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,512,False,2.31,16.0,1901.45
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,4096,True,1.58,15.6,3767.48
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,1024,False,3.09,17.3,3394.97
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,1024,False,3.47,18.4,3330.31
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,False,1.14,13.3,2340.95
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,False,3.25,17.3,3178.37
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,512,False,1.01,14.0,2987.88
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,True,1.04,14.0,2260.65
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,2048,True,3.11,18.4,3454.53
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,1024,False,1.29,14.0,2758.26
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,2048,False,1.63,15.6,2065.6
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,256,True,2.5,17.3,2865.91
Dell,XPS 15,Intel i5-14500H,Intel Iris Xe,32,SSD,1024,True,1.97,16.0,1827.78
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,1024,False,1.37,13.3,1888.16
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,SSD,512,False,2.29,16.0,1836.94
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,1024,True,2.04,15.6,2014.88
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,512,False,3.0,18.4,3316.84
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,4096,True,1.43,13.3,3857.99
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,1024,True,1.28,14.0,2320.5
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,512,False,3.23,18.4,3216.8
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,4096,False,1.54,15.6,3130.88
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,4096,False,2.7,18.4,3579.49
